shipment_id,product,carrier,origin,destination,ship_date,est_delivery,actual_delivery,weight_kg,cost_usd,status
SH-00227,Valve-M,Blue Dart,Sao Paulo,London,2023-11-03,2023-11-24,2023-11-24,237.7,97.94,in_transit
SH-00228,Assembly-Z,Blue Dart,London,Singapore,2023-12-06,2023-12-30,2023-12-30,314.8,2990.59,delivered
SH-00229,Part-Y,Blue Dart,Shanghai,Dubai,2023-09-29,2023-10-22,2023-11-01,240.5,2628.3,delayed
SH-00230,Part-Y,FedEx,Sao Paulo,Singapore,2024-09-26,2024-10-23,2024-10-23,55.4,109.4,delivered
SH-00231,Part-Y,Maersk,Sao Paulo,Toronto,2023-11-18,2023-12-04,2023-12-04,305.9,2365.95,delivered
SH-00232,Part-Y,USPS,Berlin,Singapore,2023-03-05,2023-03-30,2023-03-30,239.4,1893.47,in_transit
SH-00233,Motor-K,Blue Dart,London,Toronto,2023-06-27,2023-07-14,2023-07-16,360.6,3221.9,delivered
SH-00234,Part-Y,UPS,Berlin,Dubai,2024-12-10,2024-12-21,2024-12-24,149.6,4708.31,delivered
SH-00235,Valve-M,DHL,Chicago,London,2023-11-01,2023-11-28,2023-11-28,280.5,4673.41,delivered
SH-00236,Sensor-L,Maersk,London,London,2023-10-08,2023-10-20,2023-10-20,477.3,4026.01,delayed
SH-00237,Motor-K,Maersk,Tokyo,London,2023-10-25,2023-10-29,2023-10-29,373.8,1081.72,delivered
SH-00238,Gadget-X,FedEx,Sao Paulo,Singapore,2024-07-05,2024-07-16,2024-07-18,293.6,1223.65,delivered
SH-00239,Widget-A,FedEx,Chicago,London,2024-11-16,2024-12-05,2024-12-05,358.8,516.22,delivered
SH-00240,Sensor-L,Blue Dart,Chicago,Sydney,2023-05-21,2023-05-24,2023-05-26,325.4,3783.22,delivered
SH-00241,Widget-B,Blue Dart,Sao Paulo,Los Angeles,2023-10-22,2023-11-04,2023-11-04,267.8,3619.74,delivered
SH-00242,Widget-A,Maersk,London,Sydney,2023-02-08,2023-02-16,2023-02-16,93.6,3748.78,delivered
SH-00243,Widget-B,DHL,Berlin,Sydney,2023-10-24,2023-10-28,2023-10-28,494.6,2723.35,delivered
SH-00244,Assembly-Z,UPS,London,New York,2024-05-20,2024-05-27,2024-05-29,165.7,3659.63,delivered
SH-00245,Widget-A,Blue Dart,Berlin,Toronto,2024-10-25,2024-11-05,2024-11-12,147.9,3376.89,delivered
SH-00246,Sensor-L,USPS,Berlin,New York,2023-07-17,2023-07-25,2023-07-28,200.7,490.49,delivered
SH-00247,Widget-A,DHL,Chicago,Los Angeles,2023-05-24,2023-06-11,2023-06-11,223.6,1345.97,delivered
SH-00248,Widget-A,DHL,Tokyo,London,2023-12-04,2023-12-16,2023-12-19,346.5,324.69,delayed
SH-00249,Sensor-L,Blue Dart,Sao Paulo,Singapore,2023-05-02,2023-05-19,2023-05-19,385.0,3456.1,delivered
SH-00250,Part-Y,UPS,Mumbai,Sydney,2024-10-16,2024-10-28,2024-10-28,77.0,3742.46,delayed
SH-00251,Valve-M,USPS,London,Singapore,2024-09-12,2024-09-26,2024-09-26,412.9,3812.87,in_transit
SH-00252,Valve-M,USPS,Tokyo,London,2024-11-27,2024-12-24,2024-12-27,39.5,2827.38,delivered
SH-00253,Part-Y,USPS,Sao Paulo,Los Angeles,2023-03-05,2023-04-03,2023-04-05,82.7,4274.61,in_transit
SH-00254,Valve-M,FedEx,Sao Paulo,Sydney,2024-03-28,2024-04-03,2024-04-08,404.4,2275.36,delivered
SH-00255,Widget-A,USPS,Chicago,Singapore,2024-06-09,2024-06-25,2024-06-26,403.6,3620.55,delayed
SH-00256,Widget-B,FedEx,Chicago,London,2024-02-10,2024-02-21,2024-02-21,350.3,2712.7,delivered
SH-00257,Assembly-Z,Maersk,Mumbai,Toronto,2023-03-03,2023-03-08,2023-03-09,68.1,3213.0,delivered
SH-00258,Valve-M,Maersk,Chicago,New York,2024-10-23,2024-11-08,2024-11-08,341.5,3314.04,delivered
SH-00259,Widget-B,UPS,Sao Paulo,Sydney,2024-07-06,2024-07-13,2024-07-18,264.7,3643.37,delivered
SH-00260,Assembly-Z,Maersk,Tokyo,Singapore,2023-08-17,2023-09-15,2023-09-15,272.5,2666.69,delivered
SH-00261,Gadget-X,DHL,Mumbai,Singapore,2023-08-24,2023-09-03,2023-09-04,382.9,175.6,delivered
SH-00262,Part-Y,UPS,Shanghai,New York,2024-11-07,2024-11-23,2024-11-26,297.2,2240.51,delivered
SH-00263,Widget-A,Maersk,Chicago,Los Angeles,2024-11-19,2024-12-14,2024-12-14,270.1,3775.61,delivered
SH-00264,Part-Y,Blue Dart,Sao Paulo,London,2023-02-27,2023-03-06,2023-03-08,288.9,3866.1,delivered
SH-00265,Part-Y,Maersk,Berlin,London,2023-11-25,2023-12-05,2023-12-05,30.9,4743.37,delivered
SH-00266,Valve-M,FedEx,Berlin,Singapore,2023-06-29,2023-07-22,2023-07-27,335.8,3932.24,delivered
SH-00267,Gadget-X,DHL,Chicago,Los Angeles,2023-11-23,2023-12-18,2023-12-18,377.3,2375.49,delivered
SH-00268,Valve-M,FedEx,Sao Paulo,Sydney,2023-08-19,2023-08-31,2023-09-07,483.9,2793.07,delivered
SH-00269,Part-Y,DHL,Tokyo,New York,2023-05-18,2023-06-02,2023-06-02,461.2,4237.96,delivered
SH-00270,Widget-A,DHL,Chicago,Singapore,2023-04-05,2023-04-25,2023-05-02,302.7,212.14,delivered
SH-00271,Part-Y,Maersk,Mumbai,Toronto,2023-03-16,2023-03-25,2023-04-04,453.6,1526.39,delayed
SH-00272,Valve-M,UPS,Tokyo,Dubai,2023-01-16,2023-01-25,2023-01-25,352.0,1992.21,delivered
SH-00273,Sensor-L,Maersk,Sao Paulo,Singapore,2023-09-03,2023-09-23,2023-09-23,180.0,1318.88,delivered
SH-00274,Valve-M,DHL,Mumbai,London,2024-06-09,2024-06-27,2024-06-28,156.8,242.89,delivered
SH-00275,Assembly-Z,USPS,Sao Paulo,Dubai,2023-08-15,2023-09-10,2023-09-10,360.1,1486.53,delivered
SH-00276,Part-Y,Maersk,Sao Paulo,Singapore,2023-07-20,2023-08-02,2023-08-02,471.8,1697.76,delivered
SH-00277,Valve-M,UPS,Tokyo,Toronto,2024-05-15,2024-06-10,2024-06-15,176.4,712.69,delivered
SH-00278,Widget-A,USPS,Shanghai,Toronto,2024-07-13,2024-07-31,2024-07-31,423.4,4726.76,in_transit
SH-00279,Sensor-L,UPS,London,Singapore,2024-11-15,2024-11-19,2024-11-29,116.1,3540.24,delivered
SH-00280,Motor-K,FedEx,Sao Paulo,Singapore,2023-01-10,2023-01-19,2023-01-21,333.5,3088.35,delivered
SH-00281,Widget-A,USPS,Sao Paulo,Sydney,2024-05-09,2024-06-02,2024-06-03,6.4,2654.15,delivered
SH-00282,Sensor-L,UPS,Shanghai,New York,2023-10-09,2023-10-29,2023-10-29,262.4,1216.23,delivered
SH-00283,Assembly-Z,Maersk,Shanghai,London,2024-09-26,2024-10-15,2024-10-15,479.7,2303.1,delivered
SH-00284,Widget-B,Blue Dart,London,Singapore,2023-09-07,2023-10-02,2023-10-02,379.9,481.1,delivered
SH-00285,Widget-A,Blue Dart,Shanghai,Singapore,2024-01-24,2024-02-08,2024-02-10,86.1,2506.79,delivered
SH-00286,Widget-B,USPS,Shanghai,Los Angeles,2024-03-20,2024-04-12,2024-04-22,106.1,4342.56,delivered
SH-00287,Widget-B,Blue Dart,Berlin,Dubai,2024-08-03,2024-08-21,2024-08-21,282.0,179.02,delivered
SH-00288,Gadget-X,Blue Dart,London,Sydney,2023-11-19,2023-11-22,2023-11-22,464.5,1506.9,delayed
SH-00289,Motor-K,Maersk,London,Singapore,2024-07-31,2024-08-10,2024-08-13,70.4,4942.56,delivered
SH-00290,Widget-A,FedEx,Chicago,Los Angeles,2023-03-22,2023-04-10,2023-04-17,419.4,1712.85,delivered
SH-00291,Widget-A,Blue Dart,Berlin,Toronto,2024-09-20,2024-10-12,2024-10-12,496.3,2460.66,delivered
SH-00292,Gadget-X,Blue Dart,Sao Paulo,Singapore,2023-12-31,2024-01-20,2024-01-20,190.3,3864.25,delivered
SH-00293,Widget-B,DHL,Mumbai,Sydney,2023-10-30,2023-11-27,2023-11-27,356.0,3175.0,delivered
SH-00294,Widget-B,FedEx,Berlin,Sydney,2024-02-03,2024-02-16,2024-02-16,180.3,1359.79,delivered
SH-00295,Valve-M,USPS,Sao Paulo,Dubai,2023-05-16,2023-05-21,2023-05-21,204.3,145.92,delivered
SH-00296,Motor-K,Maersk,Shanghai,London,2023-12-29,2024-01-18,2024-01-18,207.2,3899.16,delayed
SH-00297,Gadget-X,Blue Dart,Chicago,Los Angeles,2024-07-26,2024-08-05,2024-08-08,69.9,1516.14,in_transit
SH-00298,Sensor-L,DHL,Chicago,London,2024-05-19,2024-05-26,2024-05-26,242.4,398.45,delivered
SH-00299,Part-Y,Maersk,Shanghai,Los Angeles,2023-09-15,2023-09-25,2023-10-02,152.7,4744.88,delivered
SH-00300,Motor-K,Maersk,Berlin,Sydney,2023-12-07,2024-01-05,2024-01-08,407.8,4299.65,delivered
SH-00301,Part-Y,Maersk,Berlin,Los Angeles,2024-08-31,2024-09-07,2024-09-07,482.3,4844.1,delivered
SH-00302,Part-Y,DHL,Chicago,London,2023-10-26,2023-11-21,2023-11-28,408.3,1973.78,delivered
SH-00303,Gadget-X,Blue Dart,London,Dubai,2023-04-27,2023-05-18,2023-05-18,13.9,3640.16,delayed
SH-00304,Widget-B,Maersk,Tokyo,Sydney,2024-12-26,2025-01-04,2025-01-05,70.0,1524.62,delivered
SH-00305,Sensor-L,FedEx,Chicago,Dubai,2023-09-16,2023-10-10,2023-10-10,239.9,2013.01,delivered
SH-00306,Widget-A,DHL,Tokyo,Toronto,2024-06-02,2024-07-02,2024-07-09,268.7,3196.33,delivered
SH-00307,Motor-K,UPS,Tokyo,Dubai,2023-03-29,2023-04-04,2023-04-14,22.6,4918.29,delivered
SH-00308,Sensor-L,FedEx,Shanghai,New York,2024-11-24,2024-12-17,2024-12-17,129.7,2560.72,delivered
SH-00309,Part-Y,Maersk,Berlin,Sydney,2024-06-15,2024-07-05,2024-07-08,231.8,3402.58,delayed
SH-00310,Widget-A,Maersk,Shanghai,London,2024-12-08,2024-12-27,2024-12-27,208.3,4809.21,delivered
SH-00311,Motor-K,DHL,Berlin,Sydney,2023-04-29,2023-05-28,2023-06-04,392.2,2612.76,delivered
SH-00312,Valve-M,DHL,Shanghai,London,2023-12-23,2024-01-10,2024-01-10,22.8,3558.23,delivered
SH-00313,Gadget-X,Blue Dart,Mumbai,Dubai,2023-01-24,2023-02-23,2023-02-23,87.6,813.28,delivered
SH-00314,Sensor-L,Blue Dart,Mumbai,Los Angeles,2024-07-27,2024-08-12,2024-08-13,320.4,2169.19,delivered
SH-00315,Valve-M,USPS,Chicago,Sydney,2023-01-30,2023-02-25,2023-02-28,2.7,1085.76,delivered
SH-00316,Widget-B,USPS,Mumbai,London,2023-10-13,2023-11-09,2023-11-16,163.3,2295.89,delivered
SH-00317,Motor-K,USPS,Chicago,Dubai,2023-09-26,2023-10-20,2023-10-21,196.6,584.45,in_transit
SH-00318,Gadget-X,Blue Dart,Tokyo,Toronto,2023-12-27,2024-01-26,2024-01-27,149.1,3078.21,delayed
SH-00319,Widget-B,UPS,Berlin,New York,2023-03-28,2023-04-21,2023-04-21,91.9,3471.78,delivered
SH-00320,Gadget-X,USPS,Chicago,Sydney,2024-06-07,2024-06-22,2024-06-22,93.3,3182.98,delayed
SH-00321,Gadget-X,Maersk,Berlin,Los Angeles,2024-12-11,2025-01-03,2025-01-03,94.0,4212.3,in_transit
SH-00322,Valve-M,UPS,Mumbai,Toronto,2024-09-26,2024-09-30,2024-09-30,192.3,2814.49,delivered
SH-00323,Sensor-L,Blue Dart,London,Sydney,2024-10-30,2024-11-17,2024-11-17,244.6,427.11,delivered
SH-00324,Assembly-Z,FedEx,Berlin,Los Angeles,2023-02-01,2023-03-01,2023-03-11,269.0,853.52,delivered
SH-00325,Widget-B,USPS,Shanghai,London,2024-04-13,2024-05-04,2024-05-11,387.7,4119.06,delivered
SH-00326,Valve-M,USPS,Mumbai,Sydney,2024-01-11,2024-01-31,2024-02-10,51.7,4152.9,delivered
SH-00327,Assembly-Z,DHL,London,Toronto,2023-09-11,2023-09-23,2023-09-23,43.9,4328.47,delivered
SH-00328,Part-Y,Blue Dart,Sao Paulo,Singapore,2023-05-01,2023-05-28,2023-06-07,175.6,3558.11,delivered
SH-00329,Gadget-X,UPS,London,Los Angeles,2024-10-09,2024-10-25,2024-10-25,402.8,2856.82,delayed
SH-00330,Gadget-X,DHL,Tokyo,London,2024-06-29,2024-07-10,2024-07-13,145.0,1347.71,in_transit
SH-00331,Sensor-L,FedEx,Berlin,Toronto,2024-06-10,2024-07-04,2024-07-04,328.1,3511.61,delivered
SH-00332,Part-Y,Blue Dart,Chicago,Sydney,2023-05-16,2023-05-26,2023-05-26,71.5,3167.52,delivered
SH-00333,Widget-B,Blue Dart,London,Toronto,2024-10-04,2024-10-20,2024-10-20,47.0,2585.33,delivered
SH-00334,Valve-M,DHL,Sao Paulo,New York,2023-10-12,2023-11-06,2023-11-06,434.5,4238.13,delivered
SH-00335,Widget-B,USPS,Chicago,Los Angeles,2023-04-06,2023-05-02,2023-05-03,484.1,4126.87,delivered
SH-00336,Motor-K,USPS,Sao Paulo,Los Angeles,2024-05-21,2024-06-01,2024-06-01,283.3,2434.41,delivered
SH-00337,Widget-A,FedEx,Tokyo,Toronto,2023-12-18,2024-01-11,2024-01-21,418.4,96.16,delivered
SH-00338,Sensor-L,UPS,Tokyo,Los Angeles,2023-06-11,2023-06-28,2023-06-29,441.1,1519.8,delivered
SH-00339,Assembly-Z,FedEx,Berlin,Singapore,2023-10-08,2023-10-13,2023-10-18,451.9,840.14,delivered
SH-00340,Sensor-L,Blue Dart,Shanghai,Singapore,2024-02-10,2024-03-04,2024-03-04,48.0,1078.9,delivered
SH-00341,Valve-M,FedEx,Shanghai,Singapore,2023-03-21,2023-03-28,2023-03-31,172.1,616.16,delivered
SH-00342,Widget-B,UPS,Chicago,New York,2024-03-08,2024-04-02,2024-04-02,365.5,525.6,delivered
SH-00343,Sensor-L,UPS,Tokyo,Singapore,2023-11-17,2023-12-01,2023-12-01,71.9,2659.58,delivered
SH-00344,Valve-M,DHL,Tokyo,Los Angeles,2023-01-09,2023-01-31,2023-02-05,314.2,769.6,delivered
SH-00345,Part-Y,FedEx,Shanghai,Los Angeles,2024-02-26,2024-03-19,2024-03-24,376.3,2954.03,delivered
SH-00346,Gadget-X,UPS,Berlin,Singapore,2024-01-29,2024-02-12,2024-02-12,42.6,2773.68,delivered
SH-00347,Widget-A,Blue Dart,Berlin,Los Angeles,2024-09-06,2024-10-02,2024-10-05,259.1,2554.97,delivered
SH-00348,Part-Y,Maersk,Chicago,New York,2024-02-06,2024-02-18,2024-02-23,120.9,3195.84,delivered
SH-00349,Motor-K,UPS,Chicago,Toronto,2023-03-14,2023-04-02,2023-04-02,419.6,2113.0,delivered
SH-00350,Widget-B,FedEx,Sao Paulo,New York,2024-07-13,2024-08-06,2024-08-06,7.4,1090.48,delivered
SH-00351,Assembly-Z,Blue Dart,Tokyo,Dubai,2023-03-03,2023-03-31,2023-03-31,383.7,2126.52,in_transit
SH-00352,Gadget-X,DHL,Shanghai,London,2024-02-16,2024-02-21,2024-02-26,40.0,4605.81,in_transit
SH-00353,Widget-B,DHL,Tokyo,Sydney,2023-06-09,2023-06-29,2023-06-29,365.1,4234.64,delivered
SH-00354,Widget-B,Maersk,Sao Paulo,Dubai,2023-03-01,2023-03-11,2023-03-11,28.0,3335.41,delivered
SH-00355,Widget-A,Blue Dart,Mumbai,Singapore,2024-11-04,2024-11-30,2024-11-30,6.2,2489.62,delivered
SH-00356,Gadget-X,DHL,Mumbai,Singapore,2023-12-22,2024-01-10,2024-01-12,390.7,1354.79,delivered
SH-00357,Sensor-L,DHL,Sao Paulo,New York,2023-05-01,2023-05-28,2023-05-28,131.8,4875.63,delivered
SH-00358,Motor-K,FedEx,Chicago,Toronto,2024-10-04,2024-10-09,2024-10-10,283.7,1847.92,delivered
SH-00359,Widget-B,UPS,Tokyo,Dubai,2023-09-19,2023-10-16,2023-10-16,1.8,4295.56,delayed
SH-00360,Motor-K,Maersk,Mumbai,Los Angeles,2023-01-13,2023-01-23,2023-01-23,465.6,4289.56,delivered
SH-00361,Part-Y,DHL,Mumbai,Sydney,2024-07-20,2024-08-17,2024-08-24,458.0,1609.88,delivered
SH-00362,Widget-A,UPS,Mumbai,Toronto,2023-03-21,2023-04-11,2023-04-11,258.1,243.95,delivered
SH-00363,Assembly-Z,DHL,Shanghai,Dubai,2024-02-15,2024-02-20,2024-02-21,228.6,1854.06,delivered
SH-00364,Part-Y,Maersk,Berlin,Dubai,2023-10-26,2023-11-16,2023-11-26,485.9,4988.97,delivered
SH-00365,Gadget-X,FedEx,Chicago,New York,2023-07-20,2023-08-15,2023-08-17,116.9,1741.92,delivered
SH-00366,Sensor-L,Blue Dart,Tokyo,London,2024-12-11,2024-12-14,2024-12-14,52.4,2656.13,delivered
SH-00367,Gadget-X,Blue Dart,Berlin,New York,2023-09-01,2023-09-17,2023-09-18,22.4,1168.89,delivered
SH-00368,Valve-M,Blue Dart,Shanghai,Dubai,2024-06-16,2024-07-02,2024-07-09,48.2,680.57,delivered
SH-00369,Widget-A,Maersk,Tokyo,Los Angeles,2024-02-08,2024-02-13,2024-02-16,118.8,1316.04,delayed
SH-00370,Motor-K,Maersk,Berlin,Los Angeles,2023-11-19,2023-12-17,2023-12-17,37.8,1025.52,delivered
SH-00371,Gadget-X,Maersk,Chicago,London,2024-08-21,2024-08-27,2024-08-27,203.6,2686.58,delivered
SH-00372,Assembly-Z,FedEx,Shanghai,Los Angeles,2023-08-01,2023-08-18,2023-08-18,403.9,1531.51,delivered
SH-00373,Part-Y,DHL,Mumbai,New York,2024-12-22,2025-01-16,2025-01-19,355.7,4842.47,delivered
SH-00374,Assembly-Z,UPS,Shanghai,Sydney,2024-02-10,2024-02-29,2024-02-29,427.4,2786.43,delivered
SH-00375,Widget-B,UPS,Shanghai,New York,2024-07-17,2024-07-27,2024-07-27,31.3,3908.09,delivered
SH-00376,Motor-K,Blue Dart,Tokyo,Singapore,2023-08-16,2023-08-23,2023-08-23,42.5,2936.8,delivered
SH-00377,Valve-M,UPS,Shanghai,Toronto,2023-03-18,2023-03-21,2023-03-21,414.8,1667.78,delivered
SH-00378,Sensor-L,Blue Dart,Chicago,Sydney,2023-02-13,2023-03-02,2023-03-02,15.2,3420.82,delivered
SH-00379,Assembly-Z,DHL,Chicago,Los Angeles,2023-06-26,2023-07-10,2023-07-10,17.8,3101.6,delivered
SH-00380,Sensor-L,USPS,Chicago,New York,2023-09-09,2023-10-02,2023-10-02,44.3,1924.33,delivered
SH-00381,Part-Y,Blue Dart,London,Dubai,2024-03-05,2024-03-14,2024-03-19,397.5,4947.18,in_transit
SH-00382,Valve-M,DHL,Sao Paulo,Dubai,2024-12-31,2025-01-14,2025-01-15,161.1,1363.12,in_transit
SH-00383,Widget-A,DHL,Shanghai,Toronto,2023-01-27,2023-02-09,2023-02-12,495.8,2654.22,delivered
SH-00384,Part-Y,Blue Dart,Mumbai,London,2024-08-21,2024-08-31,2024-08-31,267.1,3959.32,delivered
SH-00385,Sensor-L,DHL,London,Toronto,2023-02-27,2023-03-26,2023-03-26,87.3,1194.21,delayed
SH-00386,Widget-A,Blue Dart,Tokyo,London,2023-11-22,2023-12-20,2023-12-27,473.8,2824.58,delivered
SH-00387,Assembly-Z,UPS,Chicago,New York,2024-07-30,2024-08-08,2024-08-18,45.6,1174.63,delivered
SH-00388,Widget-A,DHL,Sao Paulo,Los Angeles,2023-08-13,2023-08-16,2023-08-18,403.3,1713.68,delivered
SH-00389,Widget-A,UPS,Sao Paulo,Singapore,2023-07-01,2023-07-29,2023-07-29,458.7,3875.22,delivered
SH-00390,Motor-K,Blue Dart,Tokyo,Sydney,2024-06-22,2024-07-22,2024-07-22,293.2,1692.76,delivered
SH-00391,Valve-M,Blue Dart,Berlin,Los Angeles,2023-11-27,2023-12-04,2023-12-04,353.7,2816.46,delivered
SH-00392,Gadget-X,Maersk,Berlin,Singapore,2024-09-20,2024-10-18,2024-10-18,344.4,649.83,delivered
SH-00393,Widget-A,UPS,Sao Paulo,London,2023-01-02,2023-01-27,2023-01-30,460.6,4838.15,delivered
SH-00394,Valve-M,UPS,Berlin,Singapore,2023-08-15,2023-09-07,2023-09-10,39.4,1743.85,delivered
SH-00395,Motor-K,Maersk,Shanghai,London,2023-11-24,2023-12-02,2023-12-07,105.2,3470.48,delivered
SH-00396,Widget-A,FedEx,Chicago,Sydney,2023-12-25,2024-01-05,2024-01-15,366.4,4845.97,delivered
SH-00397,Sensor-L,FedEx,London,Sydney,2024-02-28,2024-03-17,2024-03-17,394.5,2896.61,delivered
SH-00398,Widget-B,FedEx,Berlin,New York,2024-12-04,2024-12-14,2024-12-14,159.7,4759.04,delivered
SH-00399,Gadget-X,Blue Dart,Shanghai,Dubai,2023-03-17,2023-03-30,2023-03-30,470.9,4890.54,delivered
SH-00400,Widget-A,Maersk,Tokyo,Los Angeles,2023-12-13,2024-01-04,2024-01-07,303.9,2179.49,delivered
SH-00401,Part-Y,Maersk,Tokyo,Dubai,2023-02-24,2023-03-02,2023-03-02,361.2,3653.92,delivered
SH-00402,Part-Y,FedEx,Shanghai,Sydney,2023-09-29,2023-10-23,2023-10-23,286.1,4201.67,delivered
SH-00403,Sensor-L,FedEx,Berlin,Toronto,2023-06-07,2023-06-11,2023-06-11,331.2,3007.07,delivered
SH-00404,Gadget-X,Blue Dart,Berlin,New York,2023-07-24,2023-07-30,2023-07-30,237.0,590.81,delivered
SH-00405,Widget-B,Blue Dart,Sao Paulo,Sydney,2024-02-12,2024-03-01,2024-03-02,92.8,4429.18,delivered
SH-00406,Assembly-Z,Maersk,Chicago,London,2024-01-14,2024-01-22,2024-01-23,113.5,1353.78,delivered
SH-00407,Widget-B,Blue Dart,Berlin,Toronto,2023-03-05,2023-03-12,2023-03-22,271.0,4853.97,delivered
SH-00408,Sensor-L,USPS,Chicago,Dubai,2024-08-26,2024-09-05,2024-09-07,343.7,4682.76,delivered
SH-00409,Widget-B,Maersk,London,Singapore,2024-08-09,2024-08-19,2024-08-20,17.8,2862.53,delivered
SH-00410,Gadget-X,FedEx,London,Sydney,2024-06-13,2024-07-11,2024-07-14,86.9,4922.07,delayed
SH-00411,Widget-A,Maersk,Shanghai,Singapore,2023-08-05,2023-09-02,2023-09-02,218.0,4986.39,delivered
SH-00412,Motor-K,Blue Dart,London,New York,2024-10-04,2024-10-11,2024-10-14,44.0,2788.48,delivered
SH-00413,Valve-M,FedEx,London,Singapore,2024-07-19,2024-08-01,2024-08-01,311.7,2619.97,in_transit
SH-00414,Gadget-X,USPS,Sao Paulo,Dubai,2024-03-05,2024-03-11,2024-03-11,379.3,4699.16,delivered
SH-00415,Assembly-Z,USPS,Berlin,Sydney,2023-04-19,2023-05-10,2023-05-20,132.4,3279.12,delivered
SH-00416,Gadget-X,DHL,Chicago,Los Angeles,2024-08-08,2024-08-30,2024-08-31,309.3,3408.85,delivered
SH-00417,Part-Y,FedEx,Tokyo,Sydney,2024-02-16,2024-02-20,2024-02-20,460.5,4486.7,delivered
SH-00418,Assembly-Z,DHL,London,Sydney,2023-01-21,2023-02-03,2023-02-13,429.2,3428.99,delivered
SH-00419,Motor-K,DHL,Tokyo,Sydney,2023-08-22,2023-08-29,2023-08-29,302.7,460.09,delivered
SH-00420,Motor-K,FedEx,Sao Paulo,Toronto,2024-03-28,2024-04-06,2024-04-06,79.9,1565.95,delivered
SH-00421,Widget-A,UPS,Mumbai,Toronto,2024-06-02,2024-06-17,2024-06-17,100.8,302.27,in_transit
SH-00422,Part-Y,DHL,Berlin,Toronto,2023-02-03,2023-02-20,2023-02-20,232.4,1993.76,delivered
SH-00423,Motor-K,Maersk,Sao Paulo,Sydney,2023-05-07,2023-05-31,2023-05-31,89.2,4354.35,delivered
SH-00424,Gadget-X,DHL,Tokyo,Toronto,2024-08-23,2024-09-12,2024-09-12,344.6,1436.07,delivered
SH-00425,Part-Y,UPS,Tokyo,Los Angeles,2024-01-31,2024-02-04,2024-02-04,339.0,1356.38,delayed
SH-00426,Valve-M,UPS,Tokyo,Los Angeles,2024-02-24,2024-03-14,2024-03-14,300.8,57.19,delivered
SH-00427,Assembly-Z,Maersk,Chicago,Toronto,2023-09-16,2023-10-08,2023-10-18,174.7,1271.21,delivered
SH-00428,Sensor-L,USPS,Shanghai,New York,2024-04-22,2024-05-04,2024-05-09,256.0,3316.84,in_transit
SH-00429,Assembly-Z,DHL,Tokyo,New York,2024-01-19,2024-02-08,2024-02-13,241.1,1691.37,delayed
SH-00430,Assembly-Z,Blue Dart,Tokyo,Singapore,2023-10-11,2023-11-03,2023-11-03,149.7,762.4,delivered
SH-00431,Sensor-L,Blue Dart,Berlin,Singapore,2023-09-04,2023-09-08,2023-09-18,70.4,141.89,delayed
SH-00432,Sensor-L,Maersk,Tokyo,New York,2024-05-24,2024-06-05,2024-06-05,291.7,4973.85,delivered
SH-00433,Valve-M,Blue Dart,Berlin,Dubai,2023-07-14,2023-07-27,2023-08-03,150.4,862.38,delivered
SH-00434,Widget-B,Maersk,Mumbai,Singapore,2024-11-04,2024-11-24,2024-11-24,129.7,4044.59,delivered
SH-00435,Part-Y,DHL,Mumbai,Singapore,2023-07-07,2023-07-31,2023-07-31,435.8,2111.06,delivered
SH-00436,Assembly-Z,Maersk,London,New York,2023-12-06,2023-12-20,2023-12-20,235.5,4333.97,delayed
SH-00437,Valve-M,UPS,Sao Paulo,New York,2024-08-20,2024-09-10,2024-09-13,433.8,1917.62,delivered
SH-00438,Gadget-X,UPS,Berlin,Sydney,2023-11-02,2023-11-18,2023-11-18,493.6,4465.83,delivered
SH-00439,Widget-B,Maersk,Berlin,Singapore,2024-04-13,2024-04-20,2024-04-20,493.3,1577.37,delivered
SH-00440,Part-Y,UPS,Sao Paulo,Toronto,2023-03-01,2023-03-04,2023-03-05,79.6,3929.28,delivered
SH-00441,Sensor-L,Maersk,Chicago,Sydney,2023-04-01,2023-04-08,2023-04-11,192.0,203.06,delivered
SH-00442,Motor-K,USPS,Mumbai,New York,2023-07-24,2023-08-19,2023-08-19,338.5,3139.03,delivered
SH-00443,Assembly-Z,UPS,Shanghai,Sydney,2023-09-12,2023-09-22,2023-09-29,251.9,1540.98,delivered
SH-00444,Assembly-Z,Maersk,Tokyo,Dubai,2023-03-08,2023-04-06,2023-04-06,298.4,1699.11,delivered
SH-00445,Motor-K,UPS,Mumbai,Toronto,2024-12-04,2024-12-11,2024-12-11,202.0,1153.67,delivered
SH-00446,Gadget-X,FedEx,Berlin,Singapore,2023-05-15,2023-05-24,2023-05-31,325.4,201.26,delivered
SH-00447,Widget-A,USPS,Shanghai,Singapore,2024-10-17,2024-10-28,2024-11-07,54.5,4183.06,in_transit
SH-00448,Valve-M,Maersk,Shanghai,Dubai,2023-02-19,2023-03-16,2023-03-16,126.7,3513.81,delivered
SH-00449,Assembly-Z,Maersk,Tokyo,New York,2023-07-30,2023-08-24,2023-08-29,331.4,1360.84,delivered
SH-00450,Widget-B,USPS,Tokyo,Dubai,2024-09-12,2024-10-07,2024-10-07,59.3,583.35,delivered
SH-00451,Part-Y,DHL,London,Dubai,2023-04-19,2023-05-07,2023-05-07,486.6,1799.24,delayed
SH-00452,Valve-M,UPS,Tokyo,Sydney,2024-02-24,2024-03-07,2024-03-07,165.6,28.65,delivered
